Enabling Source,Enabling Component,Enabling Component Description,Dependent Component,Dependent Component Description,Dependent Source,Linkage mandated by what US Code or OMB policy?,Enabling Component URL,Dependent Component URL,Enabling Source Agency,Dependent Source Agency,Notes and keywords,Keywords Tab Items Found,Enabling Component Office of Primary Interest,Dependent Component Office of Primary Interest,edits,valid,similarity,confidence,transitive_support,matched_enabling_index,matched_dependent_index,alignment_rationale,Enabling Fetch Status,Dependent Fetch Status,SimilarityTimesConfidence
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 1 (Policy and Purpose)","Prioritize easing federal regulatory burdens to accelerate buildout of AI data center infrastructure, and utilize federally owned land to support data center development for American technological leadership.",USDA SP 2022 2026 6.3.6 Enhancing data access for decision making,Deliver data analytics dashboards and other data visualizations to support data driven decision making for Department wide priorities such as climate Justice and equity to present integrated views into USDA programs and services supporting these executive priorities,USDA Strategic Plan 2022 2026,,https://www.federalregister.gov/executive-order/14318,https www google com search q site gov USDA SP 2022 2026 6.3.6 Enhancing data access for decision making USDA Strategic Plan 2022 2026 USDA SP 2022 2026 6.3.6 Enhancing data access for decision making,EOP,,"data, support, support data",,EOP,,,,0.047278729448242504,0.047279,,11,6861,"Potential progression alignment based on shared language: data, support, support data. To-Be-Crosswalked row 11; Components row 6861.",,,0.0022352910495834575
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 1 (Policy and Purpose)","Prioritize easing federal regulatory burdens to accelerate buildout of AI data center infrastructure, and utilize federally owned land to support data center development for American technological leadership.",USDA SP 2022-2026 6.3.6: Enhancing data access for decision-making,"Deliver data analytics, dashboards, and other data visualizations to support data-driven decision-making for Department-wide priorities such as climate, Justice, and equity to present integrated views into USDA programs and services supporting these executive priorities.",USDA Strategic Plan 2022-2026,,https://www.federalregister.gov/executive-order/14318,https://www.google.com/search?q=site:.gov+USDA+SP+2022-2026+6.3.6:+Enhancing+data+access+for+decision-making+USDA+Strategic+Plan+2022-2026::USDA+SP+2022-2026+6.3.6:+Enhancing+data+access+for+decision-making,EOP,USDA,"data, support, support data",,EOP,,,,0.047278729448242504,0.047279,,11,7118,"Potential progression alignment based on shared language: data, support, support data. To-Be-Crosswalked row 11; Components row 7118.",,,0.0022352910495834575
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - 4(b). Delegation to SBA and OSTP - Section 3 (Encouraging Qualifying Projects)","Within 90 days, the Secretary of Commerce, in consultation with OSTP and other agencies, shall launch a financial support initiative—via loans, loan guarantees, grants, tax incentives, and offtake agreements—for Qualifying Projects.",FSIS Dir 4410.5 STUDENT LOAN REPAYMENT PROGRAM FOR IN PLANT VETERINARY MEDICAL OFFICERS REVISION 1,UNITED STATES DEPARTMENT OF AGRICULTURE FOOD SAFETY AND INSPECTION SERVICE WASHINGTON DC FSIS DIRECTIVE 4410 5.4.9 20 STUDENT LOAN REPAYMENT PROGRAM FOR IN PLANT VETERINARY MEDICAL OFFICERS I PURPOSE This directive provides instructions for the Student Loan Repayment Program SLRP This program is for current GS 12 in plant Veterinary Medical Officers VMOs This Directive is supplementary to FSIS Directive 4537.1 Revision.2 Repayment of Student Loans Program and DR 4050 537 Repayment of Student Loans II BACKGROUND FSIS uses the Student Loan Repayment Program SLRP to retain in plant VMOs In plant VMOs possess unique qualifications and perform a function essential to the Agency mission An in plant VMO may be eligible to be considered for a student loan repayment if FSIS can demonstrate that in the absence of granting loan repayment benefits the Agency would have difficulty retaining him her The SLRP is discretionary and contingent on available funding The Agency will pay up to 10 000 per qualified employee per calendar year for up to three years 30 000 total in loan repayment The program requires the employee to sign a three year Service Agreement The Agency will announce the application period annually via an FSIS Notice the Wednesday Newsline and e mails to VMOs Employees will be selected for the program on a case by case basis III ELIGIBILITY A VMOs meeting the follow ing criteria are e ligible to receive consideration for student loan repayments.1 VMOs who are permanent GS 12 in plant employees and have been on a career conditional or career appointment for at least one year.2 VMOs who are in good standing i e rated fully successful or higher and with no disciplinary actions pending or occurring within the last three years and B A student loan is eligible for repayment if it is.1 Made insured or guaranteed under the Higher Education Act of 1965 Title IV Parts B D or E specifically Federal Family Education Loans William D Ford Direct Loan Program or Federal Perkins Loan Program or.2 A health education assistance loan made or insured under the Federal Family Education Loans William D Ford Direct Loan Program or Federal Perkins Loan Program.3 Loans made or insured under the Public Health Service Act LDS PCL NSL HPSL HEAL DISTRIBUTION Electronic OPI OPPD NOTE The loan holder must be the SLRP applicant and the loan must have been used for the specific education of the SLRP applicant IV VMO RESPONSIBILITIES A During the announced application period VMOs are to complete FSIS Forms 4410 27 Student Loan Repayment SLRP for Current Inplant VMO Application and 4410 28 SLRP Loan Information and submit the forms along with a copy of their most recent performance appraisal to SLRP usda gov B Before loan payments are made VMOs are to complete and sign an AD 1152 Service Agreement for a Receipt of Student Loans C VMOs must make loan payments on all portions of the remaining loans that USDA does not pay The Government s payments do not exempt employees from this responsibility or from their liability for the loans D VMOs are to pay for any income tax obligations resulting from the loan repayment benefit V AGENCY RESPONSIBILITIES A To recommend the granting of a Student Loan Repayment the Front Line Supervisor FLS is to complete form AD 1151 Repayment of Student Loan s referenced in Appendix A of DR 4050 537 Repayment of Student Loans and sign the request as the Recommending Official B The District Manager or designee will submit the signed form to SLRP usda gov The e mail submission will be considered concurrence with the FLS recommendation VI SERVICE AGREEMENTS A As outlined in Section IV B employees are to sign a service agreement that acknowledges their commitment to complete a three year service period of employment with Office of Field Operations OFO However should the employee separate as an in plant G S 12 VMO but remain with FSIS in another capacity before all loan payments are dispersed the employee forfeits any future loan repayments A service agreement does not constitute a right promise or entitlement for continued employment or noncompetitive conversion to the competitive service B The minimum employment period established under a service agreement is three years regardless of the loan repayment amount C If the employee fails to complete the service agreement because he or she separated from FSIS voluntarily or involuntarily due to misconduct or poor performance the entire amount of the loan paid by the Agency will be recovered according to USDA regulations governing offset from indebted Government employees or through provisions governing debt collection if the individual leaves Federal service VII PAYMENTS A Student loan payments are.1 Discretionary and subject to the conditions in the written service agreement between the Agency and the employee.2 2 Applied to the indebtedness outstanding at the time that the Agency and the employee enter into the agreement and.3 Made by the National Finance Center directly to the holder of the loan by electronic transfer B When payment is made tax withholdings are deducted or applied C More than one loan may be repaid as long as theloan repayments do not exceed the 10 000 annual limit VIII REIMBURSEMENT A The employee is required to reimburse the Agency if the employee.1 Involuntarily separates for misconduct or performance reasons before completing the service agreement If the employee is involuntarily separated for reasons other than misconduct or performance e g work reduction downsizing reimbursement is not required or.2 Voluntarily s eparates before completing the service agreement This includes resignations from Federal service voluntary retirements or transfers to other Federal agencies B The minimum employment period established under a service agreement is three years regardless of the loan repayment amount For example if an employee s agreement states that he or she will receive 10 000 per year for.3 years and the employee leaves FSIS with.6 months remaining on the service agreement after receiving 30 000 in loan repayment benefits the employee is required to reimburse the Agency for the entire 30 000 IX QUESTIONS Refer questions regarding this directive to SLRP usda gov Acting Assistant Administrator Office of Policy and Program Development 3,FSIS Directives,,https://www.federalregister.gov/executive-order/14318,https www google com search q site gov FSIS Dir 4410.5 STUDENT LOAN REPAYMENT PROGRAM FOR IN PLANT VETERINARY MEDICAL OFFICERS REVISION.1 FSIS Directives FSIS Dir 4410.5 STUDENT LOAN REPAYMENT PROGRAM FOR IN PLANT VETERINARY MEDICAL OFFICERS REVISION 1,EOP,USDA,"agencies, loans, loan, tax, agreements",,EOP,FSIS,,,0.04727659382370698,0.047277,,8,3597,"Potential progression alignment based on shared language: agencies, loans, loan, tax, agreements. To-Be-Crosswalked row 8; Components row 3597.",,,0.002235095526203395
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - 4(b). Delegation to SBA and OSTP - Section 3 (Encouraging Qualifying Projects)","Within 90 days, the Secretary of Commerce, in consultation with OSTP and other agencies, shall launch a financial support initiative—via loans, loan guarantees, grants, tax incentives, and offtake agreements—for Qualifying Projects.",FSIS Dir 4410.5: STUDENT LOAN REPAYMENT PROGRAM FOR IN-PLANT VETERINARY MEDICAL OFFICERS - REVISION 1,"UNITED STATES DEPARTMENT OF AGRICULTURE FOOD SAFETY AND INSPECTION SERVICE WASHINGTON, DC FSIS DIRECTIVE 4410.5 4/ 9/20 STUDENT LOAN REPAYMENT PROGRAM FOR IN -PLANT VETERINARY MEDICAL OFFICERS I. PURPOSE This directive provides instructions for the Student Loan Repayment Program (SLRP) . This program is for current GS -12 in -plant Veterinary Medical Officers (VMOs). This Directive is supplementary to FSIS Directive 4537.1, Revision 2, Repayment of Student Loans Program, and DR 4050- 537, Repayment of Student Loans. II. BACKGROUND FSIS uses the Student Loan Repayment Program (SLRP) to retain in -plant VMOs . In-plant VMOs possess unique qualifications and perform a function essential to the Agency mission. An in-plant VMO may be eligible to be considered for a student loan repayment if FSIS can demonstrate that in the absence of granting loan repayment benefits, the Agency would have difficulty retaining him / her. The SLRP is discretionary and contingent on available funding. The Agency will pay up to $10,000 per qualified employee, per calendar year, for up to three years ($30,000 total) in loan repayment. The program requires the employee to sign a three -year Service Agreement. The Agency will announce the application period annually via an FSIS Notice, the Wednesday Newsline, and e- mails to VMOs. Employees will be selected for the program on a case- by-case basis. III. ELIGIBILITY A. VMOs meeting the follow ing criteria are e ligible to receive consideration for student loan repayments: 1. VMOs who are permanent, GS -12, in- plant employees and have been on a career -conditional or career appointment for at least one year ; 2. VMOs who are in good standing (i.e., rated fully successful or higher and with no disciplinary actions pending or occurring within the last three years ); and B. A student loan is eligible for repayment if it is: 1. Made, insured, or guaranteed under the Higher Education Act of 1965 Title IV Parts B, D, or E; specifically, Federal Family Education Loans, William D. Ford Direct Loan Program, or Federal Perkins Loan Program, or 2. A health education assistance loan made or insured under the Federal Family Education Loans, William D. Ford Direct Loan Program, or Federal Perkins Loan Program . 3. Loans made or insured under the Public Health Service Act (LDS, PCL, NSL, HPSL, HEAL). DISTRIBUTION: Electronic OPI: OPPD NOTE: The loan holder must be the SLRP applicant and the loan must have been used for the specific education of the SLRP applicant. IV. VMO RESPONSIBILITIES A. During the announced application period, VMOs are to complete FSIS Forms 4410 -27, Student Loan Repayment (SLRP) for Current Inplant VMO Application and 4410- 28, SLRP Loan Information and submit the forms along with a copy of their most recent performance appraisal to: SLRP@usda.gov . B. Before loan payments are made, VMOs are to complete and sign an AD -1152, Service Agreement for a Receipt of Student Loans . C. VMOs must make loan payments on all portions of the remaining loans that USDA does not pay . The Government's payments do not exempt employees from this responsibility or from their liability for the loans . D. VMOs are to pay for any income tax obligations resulting from the loan repayment benefit. V. AGENCY RESPONSIBILITIES A. To recommend the granting of a Student Loan Repayment, the Front -Line Supervisor (FLS) is to complete form AD 1151, Repayment of Student Loan(s) referenced in Appendix A of DR 4050- 537, Repayment of Student Loans, and sign the request as the Recommending Official. B. The District Manager or designee will submit the signed form to SLRP@usda.gov . The e-mail submission will be considered concurrence with the FLS recommendation. VI. SERVICE AGREEMENTS A. As outlined in Section IV. B., employees are to sign a service agreement that acknowledges their commitment to complete a three -year service period of employment with Office of Field Operations (OFO) . However, should the employee separate as an in -plant G S-12 VMO, but remain with FSIS in another capacity before all loan payments are dispersed, the employee forfeits any future loan repayments. A service agreement does not constitute a right, promise, or entitlement for continued employment or noncompetitive conversion to the competitive service. B. The minimum employment period established under a service agreement is three years regardless of the loan repayment amount. C. If the employee fails to complete the service agreement because he or she separated from FSIS voluntarily or involuntarily due to misconduct or poor performance, the entire amount of the loan paid by the Agency will be recovered according to USDA regulations governing offset from indebted Government employees or through provisions governing debt collection if the individual leaves Federal service. VII. PAYMENTS A. Student loan payments are: 1. Discretionary and subject to the conditions in the written service agreement between the Agency and the employee;.2 2. Applied to the indebtedness outstanding at the time that the Agency and the employee enter into the agreement; and 3. Made by the National Finance Center directly to the holder of the loan by electronic transfer. B. When payment is made, tax withholdings are deducted or applied. C. More than one loan may be repaid as long as theloan repayments do not exceed the $10,000 annual limit. VIII. REIMBURSEMENT A. The employee is required to reimburse the Agency if the employee: 1. Involuntarily separates for misconduct or performance reasons before completing the service agreement. If the employee is involuntarily separated for reasons other than misconduct or performance ( e.g., work reduction, downsizing ), reimbursement is not required; or 2. Voluntarily s eparates before completing the service agreement. This includes resignations from Federal service, voluntary retirements, or transfers to other Federal agencies. B. The minimum employment period established under a service agreement is three years regardless of the loan repayment amount. For example, if an employee's agreement states that he or she will receive $10,000 per year for.3 years and the employee leaves FSIS with.6 months remaining on the service agreement after receiving $30,000 in loan repayment benefits, the employee is required to reimburse the Agency for the entire $30,000. IX. QUESTIONS Refer questions regarding this directive to SLRP@usda.gov . Acting Assistant Administrator Office of Policy and Program Development 3",FSIS Directives,,https://www.federalregister.gov/executive-order/14318,https://www.google.com/search?q=site:.gov+FSIS+Dir+4410.5:+STUDENT+LOAN+REPAYMENT+PROGRAM+FOR+IN-PLANT+VETERINARY+MEDICAL+OFFICERS+-+REVISION+1+FSIS+Directives::FSIS+Dir+4410.5:+STUDENT+LOAN+REPAYMENT+PROGRAM+FOR+IN-PLANT+VETERINARY+MEDICAL+OFFICERS+-+REVISION+1,EOP,USDA,"agencies, loans, loan, tax, agreements",,EOP,FSIS,,,0.04727659382370698,0.047277,,8,3598,"Potential progression alignment based on shared language: agencies, loans, loan, tax, agreements. To-Be-Crosswalked row 8; Components row 3598.",,,0.002235095526203395
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,FC 47.200 Seeking Transportation Expertise,"e protection of Controlled Unclassified Information (CUI) is of paramount importance to federal agencies and can directly impact the ability of the Federal Government to successfully conduct its essential missions and functions. This publication provides federal agencies with recommended security requirements for protecting the confidentiality of CUI when the information is resident in nonfederal systems and organizations. The requirements apply to components of nonfederal systems that process, store, or transmit CUI or that provide protection for such components. The security requirements are intended for use by federal agencies in contractual vehicles or other agreements established between those agencies and nonfederal organizations. This publication can be used in conjunction with its companion publication, NIST Special Publication 800-171A, which provides a comprehensive set of procedures to assess the security requirements. Keywords: Controlled Unclassified Information; EO 13556; FIPS Publication 199; FIPS Publication 200; FISMA; NIST Special Publication 800-53; nonfederal organizations; nonfederal systems; organization-defined parameter; security assessment; security control; security requirement. Control Families: Access Control; Awareness and Training; Audit and Accountability; Assessment, Authorization and Monitoring; Configuration Management; Identification and Authentication; Incident Response; Maintenance; Media Protection; Physical and Environmental Protection; Planning; Personnel Security; Risk Assessment; System and Services Acquisition; System and Communications Protection; System and Information Integrity; Supply Chain Risk Management","NIST SP 800-171 Rev. 3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations, May 2024",,https://www.federalregister.gov/executive-order/14318,https://csrc.nist.gov/publications/sp800,EOP,National Institute of Standards and Technology,publication,,EOP,National Institute of Standards and Technology,,,0.04726048821751041,0.04726,,15,1832,Potential progression alignment based on shared language: publication. To-Be-Crosswalked row 15; Components row 1832.,,,0.002233530673159542
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,"NIST SP 800-171 Rev. 3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations, May 2024","e protection of Controlled Unclassified Information (CUI) is of paramount importance to federal agencies and can directly impact the ability of the Federal Government to successfully conduct its essential missions and functions. This publication provides federal agencies with recommended security requirements for protecting the confidentiality of CUI when the information is resident in nonfederal systems and organizations. The requirements apply to components of nonfederal systems that process, store, or transmit CUI or that provide protection for such components. The security requirements are intended for use by federal agencies in contractual vehicles or other agreements established between those agencies and nonfederal organizations. This publication can be used in conjunction with its companion publication, NIST Special Publication 800-171A, which provides a comprehensive set of procedures to assess the security requirements. Keywords: Controlled Unclassified Information; EO 13556; FIPS Publication 199; FIPS Publication 200; FISMA; NIST Special Publication 800-53; nonfederal organizations; nonfederal systems; organization-defined parameter; security assessment; security control; security requirement. Control Families: Access Control; Awareness and Training; Audit and Accountability; Assessment, Authorization and Monitoring; Configuration Management; Identification and Authentication; Incident Response; Maintenance; Media Protection; Physical and Environmental Protection; Planning; Personnel Security; Risk Assessment; System and Services Acquisition; System and Communications Protection; System and Information Integrity; Supply Chain Risk Management","NIST SP 800-171 Rev. 3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations, May 2024",,https://www.federalregister.gov/executive-order/14318,https://csrc.nist.gov/publications/sp800,EOP,,publication,,EOP,National Institute of Standards and Technology,,,0.04726048821751041,0.04726,,15,4316,Potential progression alignment based on shared language: publication. To-Be-Crosswalked row 15; Components row 4316.,,,0.002233530673159542
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,NIST SP 800-171 Rev.3 Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations May 2024,e protection of Controlled Unclassified Information CUI is of paramount importance to federal agencies and can directly impact the ability of the Federal Government to successfully conduct its essential missions and functions This publication provides federal agencies with recommended security requirements for protecting the confidentiality of CUI when the information is resident in nonfederal systems and organizations The requirements apply to components of nonfederal systems that process store or transmit CUI or that provide protection for such components The security requirements are intended for use by federal agencies in contractual vehicles or other agreements established between those agencies and nonfederal organizations This publication can be used in conjunction with its companion publication NIST Special Publication 800 171A which provides a comprehensive set of procedures to assess the security requirements Keywords Controlled Unclassified Information EO 13556 FIPS Publication 199 FIPS Publication 200 FISMA NIST Special Publication 800 53 nonfederal organizations nonfederal systems organization defined parameter security assessment security control security requirement Control Families Access Control Awareness and Training Audit and Accountability Assessment Authorization and Monitoring Configuration Management Identification and Authentication Incident Response Maintenance Media Protection Physical and Environmental Protection Planning Personnel Security Risk Assessment System and Services Acquisition System and Communications Protection System and Information Integrity Supply Chain Risk Management,NIST SP 800 171 Rev.3 Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations May 2024,,https://www.federalregister.gov/executive-order/14318,https://csrc.nist.gov/publications/sp800,EOP,National Institute of Standards and Technology,publication,,EOP,NIST,,,0.04726048821751041,0.04726,,15,4317,Potential progression alignment based on shared language: publication. To-Be-Crosswalked row 15; Components row 4317.,,,0.002233530673159542
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,FC 16.101(A) Selecting Contract Type.,"A wide selection of contract types is available to the government and contractors in order to provide flexibility in acquiring the large variety and volume of supplies and services required by agencies. Contract types vary according to the degree and timing of the responsibility assumed by the contractor for the costs of performance; and the amount and nature of the profit incentive offered to the contractor for achieving or exceeding specified standards or goals. Contract types are grouped into two broad categories: fixed-price contracts (see subpart 16.2) and cost-reimbursement contracts (see subpart 16.3). The continuum of contract types range from firm-fixed-price, in which the contractor has full responsibility for the performance costs, to cost-plus-fixed-fee, in which the contractor has minimal responsibility for the performance costs. In between are various incentive contracts (see subpart 16.4), in which the contractor's responsibility for the performance costs and the profit or fee incentives offered are tailored to the uncertainties involved in contract performance. In line with 1.102, Guiding principles for the System, agencies are encouraged to use innovative contracting types and approaches to the maximum extent practicable to (1) achieve mission outcomes; (2) promote efficiency and economy in contracting; (3) avoid unnecessary burdens for agencies and contractors; and (4) align with commercial practices. The objective is to select a contract type and pricing structure (or estimated cost and fee) that are most appropriate to the circumstances of the acquisition. Factors to consider may include reasonable contractor risk and providing the contractor with incentives for efficient, costeffective, and quality performance.",Federal Acquisition Regulation (FAR) Companion Version 2.0,,https://www.federalregister.gov/executive-order/14318,https://www.google.com/search?q=site:.gov+FC+16.101(A)+Selecting+Contract+Type.+Federal+Acquisition+Regulation+(FAR)+Companion+Version+2.0::FC+16.101(A)+Selecting+Contract+Type.,EOP,,"responsibility, costs, order",,EOP,,,,0.04713250263036002,0.047133,,15,972,"Potential progression alignment based on shared language: responsibility, costs, order. To-Be-Crosswalked row 15; Components row 972.",,,0.002221496246476759
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,FC 47.200 Seeking Transportation Expertise,"A wide selection of contract types is available to the government and contractors in order to provide flexibility in acquiring the large variety and volume of supplies and services required by agencies. Contract types vary according to the degree and timing of the responsibility assumed by the contractor for the costs of performance; and the amount and nature of the profit incentive offered to the contractor for achieving or exceeding specified standards or goals. Contract types are grouped into two broad categories: fixed-price contracts (see subpart 16.2) and cost-reimbursement contracts (see subpart 16.3). The continuum of contract types range from firm-fixed-price, in which the contractor has full responsibility for the performance costs, to cost-plus-fixed-fee, in which the contractor has minimal responsibility for the performance costs. In between are various incentive contracts (see subpart 16.4), in which the contractor's responsibility for the performance costs and the profit or fee incentives offered are tailored to the uncertainties involved in contract performance. In line with 1.102, Guiding principles for the System, agencies are encouraged to use innovative contracting types and approaches to the maximum extent practicable to (1) achieve mission outcomes; (2) promote efficiency and economy in contracting; (3) avoid unnecessary burdens for agencies and contractors; and (4) align with commercial practices. The objective is to select a contract type and pricing structure (or estimated cost and fee) that are most appropriate to the circumstances of the acquisition. Factors to consider may include reasonable contractor risk and providing the contractor with incentives for efficient, costeffective, and quality performance.",Federal Acquisition Regulation (FAR) Companion Version 2.0,,https://www.federalregister.gov/executive-order/14318,https://www.google.com/search?q=site:.gov+FC+16.101(A)+Selecting+Contract+Type.+Federal+Acquisition+Regulation+(FAR)+Companion+Version+2.0::FC+16.101(A)+Selecting+Contract+Type.,EOP,OMB,"responsibility, costs, order",,EOP,,,,0.04713250263036002,0.047133,,15,1306,"Potential progression alignment based on shared language: responsibility, costs, order. To-Be-Crosswalked row 15; Components row 1306.",,,0.002221496246476759
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - Section 10(d) (Publication Costs)",Assign responsibility for the costs of publication of this order to the Department of Commerce.,FC 47.200 Seeking Transportation Expertise,A wide selection of contract types is available to the government and contractors in order to provide flexibility in acquiring the large variety and volume of supplies and services required by agencies Contract types vary according to the degree and timing of the responsibility assumed by the contractor for the costs of performance and the amount and nature of the profit incentive offered to the contractor for achieving or exceeding specified standards or goals Contract types are grouped into two broad categories fixed price contracts see subpart 16.2 and cost reimbursement contracts see subpart 16.3 The continuum of contract types range from firm fixed price in which the contractor has full responsibility for the performance costs to cost plus fixed fee in which the contractor has minimal responsibility for the performance costs In between are various incentive contracts see subpart 16.4 in which the contractor s responsibility for the performance costs and the profit or fee incentives offered are tailored to the uncertainties involved in contract performance In line with.1 102 Guiding principles for the System agencies are encouraged to use innovative contracting types and approaches to the maximum extent practicable to.1 achieve mission outcomes.2 promote efficiency and economy in contracting.3 avoid unnecessary burdens for agencies and contractors and.4 align with commercial practices The objective is to select a contract type and pricing structure or estimated cost and fee that are most appropriate to the circumstances of the acquisition Factors to consider may include reasonable contractor risk and providing the contractor with incentives for efficient costeffective and quality performance,Federal Acquisition Regulation FAR Companion Version.2 0,,https://www.federalregister.gov/executive-order/14318,https www google com search q site gov FC 16 101 A Selecting Contract Type Federal Acquisition Regulation FAR Companion Version.2.0 FC 16 101 A Selecting Contract Type ,EOP,,"responsibility, costs, order",,EOP,,,,0.04713250263036002,0.047133,,15,2302,"Potential progression alignment based on shared language: responsibility, costs, order. To-Be-Crosswalked row 15; Components row 2302.",,,0.002221496246476759
"EO 14318, Accelerating Federal Permitting of Data Center Infrastructure","EO 14318, Accelerating Federal Permitting of Data Center Infrastructure - 4(c)(i)–(vi). EDAG Responsibilities - Section 4 (Revocation of EO 14141)","Revoke Executive Order 14141 of January 14, 2025, concerning AI infrastructure leadership.",America’s AI Action Plan 2025 - Protect Commercial and Government AI Innovations ,"Maintaining American leadership in AI necessitates that the U.S. government work closely with industry to appropriately balance the dissemination of cutting-edge AI technologies with national security concerns. It is also essential for the U.S. government to effectively address security risks to American AI companies, talent, intellectual property, and systems. -- Recommended Policy Actions -- • Led by DOD, DHS, CAISI at DOC, and other appropriate members of the IC, collaborate with leading American AI developers to enable the private sector to actively protect AI innovations from security risks, including malicious cyber actors, insider threats, and others.",America’s AI Action Plan 2025,,https://www.federalregister.gov/executive-order/14318,https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf,EOP,EOP,leadership,,EOP,EOP,,,0.04709564622637895,0.047096,,9,552,Potential progression alignment based on shared language: leadership. To-Be-Crosswalked row 9; Components row 552.,,,0.002218016554677543
